id,category,source_name,capabilities,metric
swebench_verified:django__django-15104,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15127,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15128,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15161,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15252,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15268,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15277,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15278,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15280,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15315,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15368,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15375,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15380,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15382,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15467,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15499,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15503,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15525,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15554,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15561,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15563,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15569,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15572,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15629,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15695,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15731,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15732,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15741,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15814,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15851,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15863,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15916,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15930,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15957,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15973,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-15987,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16032,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16082,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16100,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16116,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16136,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16139,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16145,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16255,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16256,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16263,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16315,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16333,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16429,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16454,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16485,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16493,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16502,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16527,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16560,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16569,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16595,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16612,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16631,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16642,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16661,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16662,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16667,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16801,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16819,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16877,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16899,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16901,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16938,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-16950,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-17029,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-17084,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-17087,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
swebench_verified:django__django-7530,code_edit,SWE-bench Verified,repo_checkout file_edit test_execution,swebench_resolved
